experiment,pattern,parameter_value,injection_rate,offered_packet_load,offered_flit_load,inj_vnet,packet_size_bytes,flits_per_packet,vcs_per_vnet,router_latency,link_width_bits,packets_injected,packets_received,flits_injected,flits_received,packet_throughput,flit_throughput,delivery_ratio,queueing_latency,network_latency,packet_latency,flit_queueing_latency,flit_network_latency,flit_latency,average_hops,average_link_utilization,sim_ticks,sim_freq
link_width_data,uniform_random,64,0.12,0.06,0.54,2,72,9,4,1,64,25786.0,25447.0,232074.0,229338.0,0.0397609375,0.358340625,0.9868533312650275,1142.930522,132.920501,1275.851024,1144.236223,117.582764,1261.818988,5.06616,162.5706,10000.0,2000000000.0
link_width_data,uniform_random,64,0.13,0.065,0.585,2,72,9,4,1,64,25918.0,25560.0,233262.0,230388.0,0.0399375,0.35998125,0.9861872058029169,1265.727621,134.480595,1400.208216,1267.703253,119.140988,1386.844241,5.018998,162.2577,10000.0,2000000000.0
link_width_data,uniform_random,64,0.14,0.07,0.6300000000000001,2,72,9,4,1,64,25404.0,25050.0,228636.0,225821.0,0.039140625,0.3528453125,0.9860651865847898,1547.733174,137.06004,1684.793214,1550.716328,121.800125,1672.516453,5.032269,159.3445,10000.0,2000000000.0
link_width_data,uniform_random,64,0.15,0.075,0.6749999999999999,2,72,9,4,1,64,25711.0,25340.0,231399.0,228443.0,0.03959375,0.3569421875,0.9855703784372447,1727.398461,137.76914,1865.167601,1730.594284,122.473024,1853.067308,5.015286,160.8515,10000.0,2000000000.0
link_width_data,uniform_random,64,0.16,0.08,0.72,2,72,9,4,1,64,25549.0,25203.0,229941.0,227099.0,0.0393796875,0.3548421875,0.9864573955927824,1939.152363,137.934294,2077.086656,1940.838617,122.578188,2063.416805,5.046059,160.5837,10000.0,2000000000.0
link_width_data,uniform_random,64,0.17,0.085,0.765,2,72,9,4,1,64,25462.0,25121.0,229158.0,226419.0,0.0392515625,0.3537796875,0.986607493519755,2085.932407,138.301381,2224.233788,2088.885668,122.982117,2211.867785,5.029551,159.661,10000.0,2000000000.0
link_width_data,uniform_random,64,0.18,0.09,0.8099999999999999,2,72,9,4,1,64,25586.0,25217.0,230274.0,227351.0,0.0394015625,0.3552359375,0.9855780504963652,2297.131697,138.083039,2435.214736,2300.613738,122.746634,2423.360372,5.006954,159.8624,10000.0,2000000000.0
link_width_data,uniform_random,64,0.19,0.095,0.855,2,72,9,4,1,64,25538.0,25168.0,229842.0,226888.0,0.039325,0.3545125,0.9855117863575847,2419.377901,138.804673,2558.182573,2423.905575,123.494667,2547.400242,5.034215,160.2014,10000.0,2000000000.0
link_width_data,uniform_random,64,0.2,0.1,0.9,2,72,9,4,1,64,25603.0,25236.0,230427.0,227460.0,0.03943125,0.35540625,0.9856657422958247,2520.252813,137.921026,2658.173839,2524.106625,122.586481,2646.693106,5.029909,160.4682,10000.0,2000000000.0
link_width_data,uniform_random,64,0.21,0.105,0.945,2,72,9,4,1,64,25668.0,25315.0,231012.0,228144.0,0.0395546875,0.356475,0.9862474676640175,2633.878728,138.103496,2771.982224,2637.810729,122.850143,2760.660872,5.028903,160.9076,10000.0,2000000000.0
link_width_data,uniform_random,64,0.22,0.11,0.99,2,72,9,4,1,64,25421.0,25062.0,228789.0,225887.0,0.039159375,0.3529484375,0.9858778175524173,2766.335049,138.639494,2904.974543,2770.397531,123.289525,2893.687056,5.023224,159.2104,10000.0,2000000000.0
link_width_data,uniform_random,64,0.23,0.115,1.0350000000000001,2,72,9,4,1,64,25550.0,25193.0,229950.0,227092.0,0.0393640625,0.35483125,0.986027397260274,2851.561108,137.777676,2989.338785,2856.173256,122.44127,2978.614526,5.020274,159.961,10000.0,2000000000.0
link_width_data,uniform_random,64,0.24,0.12,1.08,2,72,9,4,1,64,25722.0,25342.0,231498.0,228486.0,0.039596875,0.357009375,0.9852266542259545,2948.040723,137.458212,3085.498935,2952.900585,122.116257,3075.016841,5.004517,160.6682,10000.0,2000000000.0
link_width_data,uniform_random,64,0.25,0.125,1.125,2,72,9,4,1,64,25883.0,25522.0,232947.0,230050.0,0.039878125,0.359453125,0.9860526214117374,3017.243555,136.979861,3154.223415,3022.011758,121.568007,3143.579765,5.019657,162.0574,10000.0,2000000000.0
link_width_data,uniform_random,64,0.26,0.13,1.17,2,72,9,4,1,64,25286.0,24929.0,227574.0,224716.0,0.0389515625,0.35111875,0.9858815154631021,3089.296402,138.998837,3228.295238,3094.477598,123.761922,3218.23952,5.008598,158.062,10000.0,2000000000.0
link_width_data,uniform_random,64,0.27,0.135,1.215,2,72,9,4,1,64,25581.0,25216.0,230229.0,227318.0,0.0394,0.355184375,0.9857315976701458,3126.068647,138.261937,3264.330584,3131.680052,122.950967,3254.631019,5.003862,159.7874,10000.0,2000000000.0
link_width_data,uniform_random,64,0.28,0.14,1.2600000000000002,2,72,9,4,1,64,25663.0,25296.0,230967.0,228045.0,0.039525,0.3563203125,0.9856992557378327,3199.864722,137.643896,3337.508618,3205.463536,122.41455,3327.878085,5.003929,160.3159,10000.0,2000000000.0
link_width_data,uniform_random,64,0.29,0.145,1.305,2,72,9,4,1,64,25553.0,25191.0,229977.0,227089.0,0.0393609375,0.3548265625,0.9858333659452901,3253.11262,138.573578,3391.686197,3258.696273,123.310614,3382.006887,5.00118,159.562,10000.0,2000000000.0
link_width_data,uniform_random,64,0.3,0.15,1.3499999999999999,2,72,9,4,1,64,25486.0,25143.0,229374.0,226601.0,0.0392859375,0.3540640625,0.9865416306992074,3303.526827,138.517798,3442.044625,3308.38668,123.184686,3431.571366,5.020949,159.6136,10000.0,2000000000.0
link_width_data,uniform_random,64,0.31,0.155,1.395,2,72,9,4,1,64,25806.0,25449.0,232254.0,229369.0,0.0397640625,0.3583890625,0.9861660079051383,3339.53287,137.770718,3477.303588,3344.755146,122.495472,3467.250618,5.006418,161.3104,10000.0,2000000000.0
link_width_data,uniform_random,64,0.32,0.16,1.44,2,72,9,4,1,64,25717.0,25352.0,231453.0,228573.0,0.0396125,0.3571453125,0.9858070536998872,3403.580191,137.757258,3541.337449,3410.024364,122.426997,3532.451361,5.021744,161.0852,10000.0,2000000000.0
link_width_data,uniform_random,64,0.33,0.165,1.485,2,72,9,4,1,64,25649.0,25279.0,230841.0,227898.0,0.0394984375,0.356090625,0.9855744863347499,3463.95874,137.433482,3601.392223,3469.916151,122.133139,3592.04929,5.015489,160.4263,10000.0,2000000000.0
link_width_data,uniform_random,64,0.34,0.17,1.53,2,72,9,4,1,64,25838.0,25493.0,232542.0,229792.0,0.0398328125,0.35905,0.9866475733415899,3476.78398,136.919311,3613.703291,3482.142799,121.643726,3603.786524,4.988912,161.1322,10000.0,2000000000.0
link_width_data,uniform_random,64,0.35,0.175,1.575,2,72,9,4,1,64,25374.0,25035.0,228366.0,225554.0,0.0391171875,0.352428125,0.9866398675809884,3552.410226,138.262592,3690.672818,3556.311105,123.013332,3679.324437,5.012392,158.6783,10000.0,2000000000.0
link_width_data,uniform_random,64,0.36,0.18,1.6199999999999999,2,72,9,4,1,64,25477.0,25128.0,229293.0,226446.0,0.0392625,0.353821875,0.9863013698630136,3544.135825,138.029688,3682.165513,3549.049367,122.671621,3671.720989,5.018172,159.4751,10000.0,2000000000.0
link_width_data,uniform_random,64,0.37,0.185,1.665,2,72,9,4,1,64,25462.0,25100.0,229158.0,226211.0,0.03921875,0.3534546875,0.9857827350561621,3622.760159,138.01004,3760.770199,3628.01602,122.732069,3750.748089,5.013134,159.2148,10000.0,2000000000.0
link_width_data,uniform_random,64,0.38,0.19,1.71,2,72,9,4,1,64,25779.0,25428.0,232011.0,229191.0,0.03973125,0.3581109375,0.9863842662632375,3595.417728,137.801793,3733.219522,3601.155351,122.440846,3723.596197,5.017706,161.3852,10000.0,2000000000.0
link_width_data,uniform_random,64,0.39,0.195,1.7550000000000001,2,72,9,4,1,64,25877.0,25524.0,232893.0,230068.0,0.03988125,0.35948125,0.986358542334892,3647.921525,136.376038,3784.297563,3653.857507,120.996384,3774.853891,5.024297,162.1355,10000.0,2000000000.0
link_width_data,uniform_random,64,0.4,0.2,1.8,2,72,9,4,1,64,25524.0,25171.0,229716.0,226909.0,0.0393296875,0.3545453125,0.9861698793292587,3686.829208,138.632593,3825.461801,3692.676223,123.304466,3815.980688,5.006249,159.5172,10000.0,2000000000.0
link_width_data,uniform_random,64,0.41,0.205,1.845,2,72,9,4,1,64,25647.0,25306.0,230823.0,228131.0,0.039540625,0.3564546875,0.9867040979451788,3750.060499,138.319094,3888.379594,3756.557035,123.056244,3879.613279,5.016837,160.5453,10000.0,2000000000.0
link_width_data,uniform_random,64,0.42,0.21,1.89,2,72,9,4,1,64,25391.0,25043.0,228519.0,225694.0,0.0391296875,0.352646875,0.986294356267969,3743.058539,138.642455,3881.700994,3748.365548,123.411256,3871.776804,5.00852,158.7176,10000.0,2000000000.0
link_width_data,uniform_random,64,0.43,0.215,1.935,2,72,9,4,1,64,25533.0,25179.0,229797.0,226968.0,0.0393421875,0.3546375,0.9861355892374574,3791.095437,138.476905,3929.572342,3797.329513,123.190754,3920.520267,5.032401,160.1568,10000.0,2000000000.0
link_width_data,uniform_random,64,0.44,0.22,1.98,2,72,9,4,1,64,25862.0,25482.0,232758.0,229726.0,0.039815625,0.358946875,0.98530662748434,3807.69708,137.184287,3944.881367,3814.544714,121.726748,3936.271463,5.018927,161.8939,10000.0,2000000000.0
link_width_data,uniform_random,64,0.45,0.225,2.025,2,72,9,4,1,64,25709.0,25360.0,231381.0,228538.0,0.039625,0.357090625,0.9864249873585126,3800.839314,137.353076,3938.19239,3805.998854,122.066904,3928.065757,4.995318,160.4179,10000.0,2000000000.0
link_width_data,uniform_random,64,0.46,0.23,2.0700000000000003,2,72,9,4,1,64,25595.0,25235.0,230355.0,227429.0,0.0394296875,0.3553578125,0.9859347528814222,3830.769526,137.859085,3968.628611,3836.274925,122.515295,3958.79022,5.006332,159.953,10000.0,2000000000.0
link_width_data,uniform_random,64,0.47,0.235,2.1149999999999998,2,72,9,4,1,64,25735.0,25394.0,231615.0,228874.0,0.039678125,0.357615625,0.9867495628521469,3818.275616,137.481492,3955.757108,3823.99941,122.246284,3946.245694,5.022777,161.2296,10000.0,2000000000.0
link_width_data,uniform_random,64,0.48,0.24,2.16,2,72,9,4,1,64,25782.0,25405.0,232038.0,229018.0,0.0396953125,0.357840625,0.9853773950818401,3916.63578,137.467231,4054.103011,3923.257836,122.156717,4045.414553,5.029945,161.6241,10000.0,2000000000.0
link_width_data,uniform_random,64,0.49,0.245,2.205,2,72,9,4,1,64,25723.0,25370.0,231507.0,228696.0,0.039640625,0.3573375,0.9862768728375384,3869.287387,137.499566,4006.786953,3875.706379,122.192863,3997.899242,5.014578,160.9554,10000.0,2000000000.0
link_width_data,uniform_random,64,0.5,0.25,2.25,2,72,9,4,1,64,25257.0,24900.0,227313.0,224448.0,0.03890625,0.3507,0.9858653046680128,3949.164217,139.817309,4088.981526,3955.704827,124.650774,4080.355601,5.020192,158.1105,10000.0,2000000000.0
link_width_data,uniform_random,128,0.01,0.005,0.025,2,72,5,4,1,128,3165.0,3162.0,15825.0,15810.0,0.004940625,0.024703125,0.9990521327014218,2.0,18.906388,20.906388,2.0,15.995889,17.995889,5.26945,11.496,10000.0,2000000000.0
link_width_data,uniform_random,128,0.02,0.01,0.05,2,72,5,4,1,128,6387.0,6378.0,31935.0,31904.0,0.009965625,0.04985,0.9985908877407234,2.0,19.294763,21.294763,2.0,16.259497,18.259497,5.271283,23.2085,10000.0,2000000000.0
link_width_data,uniform_random,128,0.03,0.015,0.075,2,72,5,4,1,128,9483.0,9469.0,47415.0,47350.0,0.0147953125,0.073984375,0.9985236739428451,2.0,19.844017,21.844017,2.0,16.60982,18.60982,5.28057,34.5048,10000.0,2000000000.0
link_width_data,uniform_random,128,0.04,0.02,0.1,2,72,5,4,1,128,12618.0,12584.0,63090.0,62941.0,0.0196625,0.0983453125,0.997305436677762,2.0,20.394708,22.394708,2.0,16.923309,18.923309,5.247104,45.6743,10000.0,2000000000.0
link_width_data,uniform_random,128,0.05,0.025,0.125,2,72,5,4,1,128,15980.0,15948.0,79900.0,79754.0,0.02491875,0.124615625,0.9979974968710889,2.000251,21.136945,23.137196,2.000251,17.360835,19.361085,5.221067,57.6327,10000.0,2000000000.0
link_width_data,uniform_random,128,0.06,0.03,0.15,2,72,5,4,1,128,19131.0,19091.0,95655.0,95493.0,0.0298296875,0.1492078125,0.9979091526841253,2.001938,22.08559,24.087528,2.001937,17.994052,19.995989,5.257872,69.3833,10000.0,2000000000.0
link_width_data,uniform_random,128,0.07,0.035,0.17500000000000002,2,72,5,4,1,128,22313.0,22254.0,111565.0,111321.0,0.034771875,0.1739390625,0.9973558015506655,2.001752,23.01721,25.018963,2.001752,18.559113,20.560865,5.237071,80.6565,10000.0,2000000000.0
link_width_data,uniform_random,128,0.08,0.04,0.2,2,72,5,4,1,128,25513.0,25456.0,127565.0,127360.0,0.039775,0.199,0.9977658448634029,2.0055,24.232283,26.237783,2.005496,19.398084,21.40358,5.236393,92.2305,10000.0,2000000000.0
link_width_data,uniform_random,128,0.09,0.045,0.22499999999999998,2,72,5,4,1,128,28723.0,28655.0,143615.0,143331.0,0.0447734375,0.2239546875,0.9976325592730564,2.009004,25.644181,27.653184,2.009,20.361513,22.370513,5.242313,103.9037,10000.0,2000000000.0
link_width_data,uniform_random,128,0.1,0.05,0.25,2,72,5,4,1,128,31970.0,31895.0,159850.0,159527.0,0.0498359375,0.2492609375,0.9976540506725055,2.015018,27.529738,29.544756,2.015013,21.786475,23.801488,5.2665,116.0259,10000.0,2000000000.0
link_width_data,uniform_random,128,0.11,0.055,0.275,2,72,5,4,1,128,35150.0,35059.0,175750.0,175398.0,0.0547796875,0.274059375,0.9974110953058322,2.046407,29.871959,31.918366,2.046449,23.637932,25.684381,5.253076,127.3464,10000.0,2000000000.0
link_width_data,uniform_random,128,0.12,0.06,0.3,2,72,5,4,1,128,38311.0,38178.0,191555.0,191019.0,0.059653125,0.2984671875,0.9965284122053718,2.06509,32.51197,34.57706,2.065046,25.875321,27.940367,5.257226,138.7936,10000.0,2000000000.0
link_width_data,uniform_random,128,0.13,0.065,0.325,2,72,5,4,1,128,41440.0,41276.0,207200.0,206544.0,0.06449375,0.322725,0.996042471042471,3.072052,37.560544,40.632595,3.071331,30.540771,33.612102,5.23059,149.5847,10000.0,2000000000.0
link_width_data,uniform_random,128,0.14,0.07,0.35000000000000003,2,72,5,4,1,128,44480.0,44254.0,222400.0,221411.0,0.069146875,0.3459546875,0.9949190647482015,10.493628,47.429611,57.923239,10.492961,40.032216,50.525177,5.246207,160.7512,10000.0,2000000000.0
link_width_data,uniform_random,128,0.15,0.075,0.375,2,72,5,4,1,128,46129.0,45819.0,230645.0,229259.0,0.0715921875,0.3582171875,0.9932797155802207,128.885048,64.42801,193.313058,129.128846,56.828125,185.95697,5.204014,165.5434,10000.0,2000000000.0
link_width_data,uniform_random,128,0.16,0.08,0.4,2,72,5,4,1,128,46162.0,45759.0,230810.0,228969.0,0.0714984375,0.3577640625,0.9912698756553009,338.910116,76.253109,415.163225,339.126179,68.619704,407.745883,5.179361,164.8934,10000.0,2000000000.0
link_width_data,uniform_random,128,0.17,0.085,0.42500000000000004,2,72,5,4,1,128,46787.0,46396.0,233935.0,232134.0,0.07249375,0.362709375,0.9916429777502298,495.483059,79.798237,575.281296,495.829922,72.100326,567.930247,5.12781,165.9271,10000.0,2000000000.0
link_width_data,uniform_random,128,0.18,0.09,0.44999999999999996,2,72,5,4,1,128,46301.0,45901.0,231505.0,229716.0,0.0717203125,0.35893125,0.9913608777348222,700.378685,83.636043,784.014727,701.171216,75.958797,777.130013,5.097394,163.5135,10000.0,2000000000.0
link_width_data,uniform_random,128,0.19,0.095,0.475,2,72,5,4,1,128,46560.0,46131.0,232800.0,230841.0,0.0720796875,0.3606890625,0.9907860824742268,834.733065,84.760682,919.493746,834.988429,77.054999,912.043428,5.089923,164.1794,10000.0,2000000000.0
link_width_data,uniform_random,128,0.2,0.1,0.5,2,72,5,4,1,128,46313.0,45901.0,231565.0,229690.0,0.0717203125,0.358890625,0.9911040096733099,974.007277,85.960502,1059.967778,974.689582,78.248535,1052.938117,5.072223,162.926,10000.0,2000000000.0
link_width_data,uniform_random,128,0.21,0.105,0.525,2,72,5,4,1,128,46024.0,45606.0,230120.0,228206.0,0.071259375,0.356571875,0.9909177820267686,1120.522234,88.036421,1208.558655,1121.669772,80.304751,1201.974523,5.055174,161.4714,10000.0,2000000000.0
link_width_data,uniform_random,128,0.22,0.11,0.55,2,72,5,4,1,128,46173.0,45782.0,230865.0,229091.0,0.071534375,0.3579546875,0.9915318476165724,1249.84697,88.015028,1337.861998,1250.764906,80.285974,1331.050879,5.032507,161.5139,10000.0,2000000000.0
link_width_data,uniform_random,128,0.23,0.115,0.5750000000000001,2,72,5,4,1,128,45758.0,45358.0,228790.0,226977.0,0.070871875,0.3546515625,0.9912583591940207,1402.325654,89.154548,1491.480202,1402.762447,81.428374,1484.190821,5.016918,159.6821,10000.0,2000000000.0
link_width_data,uniform_random,128,0.24,0.12,0.6,2,72,5,4,1,128,46201.0,45780.0,231005.0,229096.0,0.07153125,0.3579625,0.9908876431246076,1432.51765,89.511774,1522.029423,1433.705944,81.797412,1515.503357,5.022598,161.3344,10000.0,2000000000.0
link_width_data,uniform_random,128,0.25,0.125,0.625,2,72,5,4,1,128,46225.0,45796.0,231125.0,229185.0,0.07155625,0.3581015625,0.9907193077339103,1563.965958,89.735719,1653.701677,1565.567245,81.96896,1647.536204,5.033008,161.6521,10000.0,2000000000.0
link_width_data,uniform_random,128,0.26,0.13,0.65,2,72,5,4,1,128,45742.0,45316.0,228710.0,226755.0,0.07080625,0.3543046875,0.990686896069258,1703.07622,90.767455,1793.843676,1704.293731,83.042407,1787.336138,5.014311,159.5269,10000.0,2000000000.0
link_width_data,uniform_random,128,0.27,0.135,0.675,2,72,5,4,1,128,45853.0,45442.0,229265.0,227400.0,0.071003125,0.3553125,0.9910365733975967,1812.060363,90.632939,1902.693301,1813.551385,82.888747,1896.440132,5.015699,159.9706,10000.0,2000000000.0
link_width_data,uniform_random,128,0.28,0.14,0.7000000000000001,2,72,5,4,1,128,46148.0,45719.0,230740.0,228810.0,0.0714359375,0.357515625,0.9907038224841813,1903.075089,90.150944,1993.226033,1904.728705,82.41333,1987.142035,5.010725,160.8805,10000.0,2000000000.0
link_width_data,uniform_random,128,0.29,0.145,0.725,2,72,5,4,1,128,46222.0,45805.0,231110.0,229217.0,0.0715703125,0.3581515625,0.9909783220111635,1986.399869,90.527344,2076.927213,1988.070174,82.771592,2070.841766,5.033767,161.6683,10000.0,2000000000.0
link_width_data,uniform_random,128,0.3,0.15,0.75,2,72,5,4,1,128,46195.0,45757.0,230975.0,228991.0,0.0714953125,0.3577984375,0.9905184543781794,2096.52392,90.584741,2187.108661,2098.672376,82.830295,2181.50267,5.020437,161.2416,10000.0,2000000000.0
link_width_data,uniform_random,128,0.31,0.155,0.775,2,72,5,4,1,128,45981.0,45563.0,229905.0,227999.0,0.0711921875,0.3562484375,0.9909092886192122,2170.822575,90.768869,2261.591445,2172.613814,83.031755,2255.645569,5.010101,160.2865,10000.0,2000000000.0
link_width_data,uniform_random,128,0.32,0.16,0.8,2,72,5,4,1,128,46332.0,45915.0,231660.0,229730.0,0.0717421875,0.358953125,0.990999740999741,2239.003354,90.328585,2329.331939,2240.344504,82.551439,2322.895943,5.031759,161.9971,10000.0,2000000000.0
link_width_data,uniform_random,128,0.33,0.165,0.8250000000000001,2,72,5,4,1,128,45889.0,45458.0,229445.0,227457.0,0.071028125,0.3554015625,0.9906077709254941,2344.111883,90.401777,2434.513661,2345.83312,82.652712,2428.485832,4.993722,159.5606,10000.0,2000000000.0
link_width_data,uniform_random,128,0.34,0.17,0.8500000000000001,2,72,5,4,1,128,46503.0,46084.0,232515.0,230583.0,0.07200625,0.3602859375,0.9909898286132077,2385.321456,89.612837,2474.934294,2387.070291,81.873169,2468.943461,5.003383,161.948,10000.0,2000000000.0
link_width_data,uniform_random,128,0.35,0.175,0.875,2,72,5,4,1,128,46120.0,45687.0,230600.0,228633.0,0.0713859375,0.3572390625,0.99061144839549,2524.597697,90.221157,2614.818854,2526.661895,82.446366,2609.108261,5.00929,160.7225,10000.0,2000000000.0
link_width_data,uniform_random,128,0.36,0.18,0.8999999999999999,2,72,5,4,1,128,46493.0,46055.0,232465.0,230472.0,0.0719609375,0.3601125,0.9905792269804057,2530.596178,89.965216,2620.561394,2532.750694,82.188583,2614.939277,5.013416,162.1425,10000.0,2000000000.0
link_width_data,uniform_random,128,0.37,0.185,0.925,2,72,5,4,1,128,46211.0,45796.0,231055.0,229133.0,0.07155625,0.3580203125,0.9910194542424964,2630.703839,90.136955,2720.840794,2632.210053,82.363501,2714.573553,5.003971,160.9377,10000.0,2000000000.0
link_width_data,uniform_random,128,0.38,0.19,0.95,2,72,5,4,1,128,46322.0,45914.0,231610.0,229729.0,0.071740625,0.3589515625,0.9911920901515479,2658.594263,89.941543,2748.535806,2660.741848,82.171855,2742.913703,5.026914,161.869,10000.0,2000000000.0
link_width_data,uniform_random,128,0.39,0.195,0.9750000000000001,2,72,5,4,1,128,46048.0,45631.0,230240.0,228383.0,0.0712984375,0.3568484375,0.9909442321056289,2698.041003,90.409853,2788.450856,2701.210957,82.656406,2783.867363,5.01991,160.7488,10000.0,2000000000.0
link_width_data,uniform_random,128,0.4,0.2,1.0,2,72,5,4,1,128,45937.0,45530.0,229685.0,227811.0,0.071140625,0.3559546875,0.9911400396194788,2794.783242,90.976916,2885.760158,2796.677281,83.182704,2879.859985,5.025785,160.4735,10000.0,2000000000.0
link_width_data,uniform_random,128,0.41,0.205,1.025,2,72,5,4,1,128,46085.0,45677.0,230425.0,228540.0,0.0713703125,0.35709375,0.9911467939676685,2858.483307,90.817326,2949.300633,2860.519782,83.079159,2943.598941,5.021799,160.9069,10000.0,2000000000.0
link_width_data,uniform_random,128,0.42,0.21,1.05,2,72,5,4,1,128,45887.0,45461.0,229435.0,227466.0,0.0710328125,0.355415625,0.9907163248850437,2912.895933,90.855722,3003.751655,2914.93399,83.111186,2998.045176,5.028039,160.3502,10000.0,2000000000.0
link_width_data,uniform_random,128,0.43,0.215,1.075,2,72,5,4,1,128,45977.0,45545.0,229885.0,227912.0,0.0711640625,0.3561125,0.9906039976509994,2969.048084,90.531606,3059.57969,2971.276054,82.761228,3054.037282,5.035088,160.8007,10000.0,2000000000.0
link_width_data,uniform_random,128,0.44,0.22,1.1,2,72,5,4,1,128,46548.0,46123.0,232740.0,230815.0,0.0720671875,0.3606484375,0.9908696399415657,2941.51935,89.627323,3031.146673,2943.958365,81.846193,3025.804558,5.029643,162.6916,10000.0,2000000000.0
link_width_data,uniform_random,128,0.45,0.225,1.125,2,72,5,4,1,128,46321.0,45875.0,231605.0,229556.0,0.0716796875,0.35868125,0.990371537747458,2986.900076,89.953221,3076.853297,2989.181411,82.179686,3071.361097,5.023437,161.7564,10000.0,2000000000.0
link_width_data,uniform_random,128,0.46,0.23,1.1500000000000001,2,72,5,4,1,128,46293.0,45876.0,231465.0,229509.0,0.07168125,0.3586078125,0.9909921586416953,3058.119322,90.278948,3148.398269,3060.110824,82.505266,3142.616089,5.021916,161.6487,10000.0,2000000000.0
link_width_data,uniform_random,128,0.47,0.235,1.1749999999999998,2,72,5,4,1,128,46127.0,45708.0,230635.0,228750.0,0.07141875,0.357421875,0.9909163830294622,3082.55988,90.651549,3173.211429,3085.452848,82.916944,3168.369792,5.040507,161.491,10000.0,2000000000.0
link_width_data,uniform_random,128,0.48,0.24,1.2,2,72,5,4,1,128,46431.0,46027.0,232155.0,230308.0,0.0719171875,0.35985625,0.9912989166720511,3137.499011,90.26869,3227.767702,3140.021267,82.48512,3222.506387,5.025844,162.2233,10000.0,2000000000.0
link_width_data,uniform_random,128,0.49,0.245,1.225,2,72,5,4,1,128,46057.0,45628.0,230285.0,228286.0,0.07129375,0.356696875,0.9906854549796991,3144.297274,90.542781,3234.840054,3146.206868,82.779106,3228.985974,5.025104,160.8433,10000.0,2000000000.0
link_width_data,uniform_random,128,0.5,0.25,1.25,2,72,5,4,1,128,46544.0,46129.0,232720.0,230835.0,0.0720765625,0.3606796875,0.9910837057408044,3210.199332,90.244358,3300.443691,3212.886157,82.467217,3295.353374,5.020863,162.5102,10000.0,2000000000.0
link_width_data,uniform_random,256,0.01,0.005,0.015,2,72,3,4,1,256,3165.0,3162.0,9495.0,9486.0,0.004940625,0.014821875,0.9990521327014218,2.0,15.741935,17.741935,2.0,14.650011,16.650011,5.26945,6.8982,10000.0,2000000000.0
link_width_data,uniform_random,256,0.02,0.01,0.03,2,72,3,4,1,256,6387.0,6381.0,19161.0,19145.0,0.0099703125,0.0299140625,0.9990605918271489,2.0,15.912866,17.912866,2.0,14.748707,16.748707,5.271611,13.9262,10000.0,2000000000.0
link_width_data,uniform_random,256,0.03,0.015,0.045,2,72,3,4,1,256,9483.0,9470.0,28449.0,28412.0,0.014796875,0.04439375,0.9986291258040705,2.0,16.130517,18.130517,2.0,14.879065,16.879065,5.280621,20.7066,10000.0,2000000000.0
link_width_data,uniform_random,256,0.04,0.02,0.06,2,72,3,4,1,256,12618.0,12590.0,37854.0,37774.0,0.019671875,0.059021875,0.9977809478522746,2.0,16.27077,18.27077,2.0,14.92786,16.92786,5.247154,27.4124,10000.0,2000000000.0
link_width_data,uniform_random,256,0.05,0.025,0.07500000000000001,2,72,3,4,1,256,15980.0,15949.0,47940.0,47858.0,0.0249203125,0.074778125,0.9980600750938673,2.0,16.449182,18.449182,2.0,15.008337,17.008337,5.221112,34.5865,10000.0,2000000000.0
link_width_data,uniform_random,256,0.06,0.03,0.09,2,72,3,4,1,256,19131.0,19105.0,57393.0,57320.0,0.0298515625,0.0895625,0.9986409492446814,2.0,16.806281,18.806281,2.0,15.25068,17.25068,5.258653,41.6401,10000.0,2000000000.0
link_width_data,uniform_random,256,0.07,0.035,0.10500000000000001,2,72,3,4,1,256,22313.0,22266.0,66939.0,66820.0,0.034790625,0.10440625,0.9978936046251065,2.0,17.008174,19.008174,2.0,15.352065,17.352065,5.237354,48.4101,10000.0,2000000000.0
link_width_data,uniform_random,256,0.08,0.04,0.12,2,72,3,4,1,256,25513.0,25483.0,76539.0,76453.0,0.0398171875,0.1194578125,0.9988241288754752,2.000078,17.298591,19.29867,2.000078,15.531555,17.531634,5.236106,55.3516,10000.0,2000000000.0
link_width_data,uniform_random,256,0.09,0.045,0.135,2,72,3,4,1,256,28723.0,28671.0,86169.0,86025.0,0.0447984375,0.1344140625,0.9981896041499844,2.000314,17.598305,19.598619,2.000314,15.715536,17.71585,5.242337,62.3612,10000.0,2000000000.0
link_width_data,uniform_random,256,0.1,0.05,0.15000000000000002,2,72,3,4,1,256,31970.0,31914.0,95910.0,95751.0,0.049865625,0.1496109375,0.9982483578354707,2.000971,17.998214,19.999185,2.000971,15.987342,17.988313,5.266817,69.634,10000.0,2000000000.0
link_width_data,uniform_random,256,0.11,0.055,0.165,2,72,3,4,1,256,35150.0,35093.0,105450.0,105304.0,0.0548328125,0.1645375,0.9983783783783784,2.00037,18.355883,20.356253,2.00037,16.209318,18.209688,5.253561,76.4365,10000.0,2000000000.0
link_width_data,uniform_random,256,0.12,0.06,0.18,2,72,3,4,1,256,38312.0,38227.0,114936.0,114703.0,0.0597296875,0.1792234375,0.9977813739820421,2.001203,18.705339,20.706542,2.001203,16.441157,18.44236,5.257299,83.3301,10000.0,2000000000.0
